code_module,code_presentation,id_student,final_result,total_clicks,avg_score,missing_assessment_count,late_submission_count,low_engagement_flag,low_score_flag,missing_assessment_flag,at_risk_indicator,risk_reason_count,risk_reason_summary
FFF,2014J,678877,Withdrawn,889,60.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,678946,Pass,4221,88.0,0,0,0,0,0,0,0,No Flag
FFF,2014J,678954,Distinction,5746,85.92,0,0,0,0,0,0,0,No Flag
FFF,2014J,679019,Fail,1023,67.0,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679036,Distinction,13701,93.0,0,0,0,0,0,0,0,No Flag
FFF,2014J,679111,Fail,1483,72.33,9,3,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679119,Withdrawn,59,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679189,Pass,5704,72.17,0,3,0,0,0,0,0,No Flag
FFF,2014J,679227,Pass,3494,85.36,1,0,0,0,1,1,1,Missing Assessment
FFF,2014J,679237,Fail,4871,62.0,0,0,0,0,0,0,0,No Flag
FFF,2014J,679251,Fail,1489,61.27,1,5,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679262,Pass,1189,69.55,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679269,Withdrawn,516,67.5,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679278,Pass,2495,80.67,0,1,0,0,0,0,0,No Flag
FFF,2014J,679337,Withdrawn,305,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679342,Fail,1678,41.33,9,2,0,1,1,1,2,Low Score; Missing Assessment
FFF,2014J,679384,Pass,5394,70.58,0,4,0,0,0,0,0,No Flag
FFF,2014J,679386,Pass,1798,68.0,0,1,0,0,0,0,0,No Flag
FFF,2014J,679402,Distinction,2274,95.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,679445,Pass,2932,82.83,0,0,0,0,0,0,0,No Flag
FFF,2014J,679448,Pass,7231,79.58,0,1,0,0,0,0,0,No Flag
FFF,2014J,679498,Pass,2418,72.75,0,1,0,0,0,0,0,No Flag
FFF,2014J,679502,Withdrawn,477,86.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679509,Pass,2313,82.58,0,3,0,0,0,0,0,No Flag
FFF,2014J,679594,Distinction,7264,94.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,679676,Withdrawn,3548,74.38,4,1,0,0,1,1,1,Missing Assessment
FFF,2014J,679688,Withdrawn,745,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679749,Withdrawn,138,78.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679788,Pass,1842,75.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,679790,Pass,2483,71.17,0,6,0,0,0,0,0,No Flag
FFF,2014J,679938,Withdrawn,36,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,679939,Pass,1869,84.09,1,3,0,0,1,1,1,Missing Assessment
FFF,2014J,679949,Fail,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680014,Distinction,2637,86.33,0,0,0,0,0,0,0,No Flag
FFF,2014J,680018,Withdrawn,946,84.2,7,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680027,Distinction,6609,98.17,0,1,0,0,0,0,0,No Flag
FFF,2014J,680072,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680080,Pass,5096,78.91,1,1,0,0,1,1,1,Missing Assessment
FFF,2014J,680145,Pass,2074,75.42,0,2,0,0,0,0,0,No Flag
FFF,2014J,680212,Fail,864,81.78,3,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680222,Withdrawn,139,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680231,Withdrawn,462,80.5,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680255,Fail,100,82.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680266,Distinction,4993,93.42,0,0,0,0,0,0,0,No Flag
FFF,2014J,680270,Fail,2578,74.0,0,2,0,0,0,0,0,No Flag
FFF,2014J,680273,Withdrawn,2132,66.75,8,0,0,0,1,1,1,Missing Assessment
FFF,2014J,680312,Withdrawn,12,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680322,Pass,3716,81.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,680343,Distinction,5034,89.08,0,1,0,0,0,0,0,No Flag
FFF,2014J,680348,Pass,3675,82.58,0,1,0,0,0,0,0,No Flag
FFF,2014J,680349,Withdrawn,38,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680374,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680410,Withdrawn,290,72.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680443,Distinction,4827,80.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,680464,Distinction,3250,87.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,680506,Distinction,3739,91.58,0,0,0,0,0,0,0,No Flag
FFF,2014J,680517,Withdrawn,157,60.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680572,Pass,6389,75.0,0,1,0,0,0,0,0,No Flag
FFF,2014J,680708,Pass,2378,74.83,0,4,0,0,0,0,0,No Flag
FFF,2014J,680713,Pass,4465,85.75,0,2,0,0,0,0,0,No Flag
FFF,2014J,680714,Withdrawn,123,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680715,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680747,Pass,2467,78.92,0,0,0,0,0,0,0,No Flag
FFF,2014J,680766,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680775,Pass,1852,80.25,0,2,0,0,0,0,0,No Flag
FFF,2014J,680810,Distinction,10471,93.67,0,4,0,0,0,0,0,No Flag
FFF,2014J,680855,Fail,145,80.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680872,Pass,1383,80.91,1,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680912,Pass,2622,70.18,1,0,0,0,1,1,1,Missing Assessment
FFF,2014J,680938,Withdrawn,207,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,680955,Pass,5218,84.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,680974,Distinction,1377,88.83,0,0,1,0,0,1,1,Low Engagement
FFF,2014J,681004,Distinction,3931,87.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,681052,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681063,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681073,Withdrawn,608,73.75,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681120,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681152,Withdrawn,1716,87.75,8,0,0,0,1,1,1,Missing Assessment
FFF,2014J,681235,Pass,2234,81.42,0,0,0,0,0,0,0,No Flag
FFF,2014J,681277,Withdrawn,228,43.0,10,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,681298,Fail,519,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681328,Distinction,3976,93.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,681335,Withdrawn,1000,89.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681341,Fail,1790,75.36,1,0,0,0,1,1,1,Missing Assessment
FFF,2014J,681352,Pass,3039,89.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,681354,Pass,1157,72.56,3,3,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681393,Withdrawn,41,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681397,Withdrawn,531,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681452,Pass,1994,84.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,681490,Distinction,6003,93.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,681608,Pass,1896,84.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,681633,Pass,4756,82.17,0,0,0,0,0,0,0,No Flag
FFF,2014J,681652,Pass,2830,77.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,681655,Pass,4155,81.91,1,0,0,0,1,1,1,Missing Assessment
FFF,2014J,681658,Pass,2163,76.5,0,0,0,0,0,0,0,No Flag
FFF,2014J,681691,Withdrawn,62,76.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681735,Withdrawn,343,65.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,681755,Pass,3043,80.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,681763,Pass,6816,77.25,0,2,0,0,0,0,0,No Flag
FFF,2014J,681938,Distinction,2942,87.17,0,0,0,0,0,0,0,No Flag
FFF,2014J,681973,Pass,2080,78.8,2,3,0,0,1,1,1,Missing Assessment
FFF,2014J,682015,Withdrawn,330,72.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682019,Withdrawn,777,66.0,5,2,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682025,Withdrawn,295,62.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682050,Fail,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682070,Pass,4366,86.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,682098,Withdrawn,45,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682142,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682276,Withdrawn,1346,84.25,8,2,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682298,Pass,3404,79.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,682358,Withdrawn,847,64.0,9,3,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682359,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682390,Pass,1889,78.17,0,2,0,0,0,0,0,No Flag
FFF,2014J,682391,Fail,974,92.33,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682436,Pass,4511,69.92,0,1,0,0,0,0,0,No Flag
FFF,2014J,682437,Pass,5538,81.83,0,0,0,0,0,0,0,No Flag
FFF,2014J,682482,Withdrawn,276,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682504,Withdrawn,970,76.5,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682505,Withdrawn,1,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682511,Pass,2839,82.5,0,0,0,0,0,0,0,No Flag
FFF,2014J,682524,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682539,Distinction,5100,89.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,682546,Withdrawn,250,56.0,11,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,682565,Withdrawn,285,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682569,Pass,5496,84.5,0,3,0,0,0,0,0,No Flag
FFF,2014J,682578,Fail,781,85.33,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682588,Fail,3288,87.17,6,1,0,0,1,1,1,Missing Assessment
FFF,2014J,682596,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682613,Pass,2908,74.0,0,4,0,0,0,0,0,No Flag
FFF,2014J,682617,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682632,Pass,6675,89.58,0,1,0,0,0,0,0,No Flag
FFF,2014J,682671,Withdrawn,506,60.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682695,Pass,3176,75.5,0,0,0,0,0,0,0,No Flag
FFF,2014J,682719,Withdrawn,131,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682753,Pass,3537,76.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,682839,Pass,5842,83.42,0,0,0,0,0,0,0,No Flag
FFF,2014J,682863,Withdrawn,782,68.0,10,2,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682894,Withdrawn,2825,65.33,3,2,0,0,1,1,1,Missing Assessment
FFF,2014J,682946,Withdrawn,208,96.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682963,Pass,4086,82.42,0,1,0,0,0,0,0,No Flag
FFF,2014J,682981,Distinction,4446,87.83,0,0,0,0,0,0,0,No Flag
FFF,2014J,682982,Withdrawn,306,82.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682983,Pass,3304,86.17,0,0,0,0,0,0,0,No Flag
FFF,2014J,682985,Fail,1121,75.75,8,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,682990,Distinction,6508,85.08,0,2,0,0,0,0,0,No Flag
FFF,2014J,683033,Pass,5605,80.0,0,0,0,0,0,0,0,No Flag
FFF,2014J,683094,Fail,1981,67.08,0,10,0,0,0,0,0,No Flag
FFF,2014J,683144,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683177,Withdrawn,893,85.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683178,Pass,4124,81.33,0,1,0,0,0,0,0,No Flag
FFF,2014J,683243,Fail,1378,59.08,0,1,1,1,0,1,2,Low Engagement; Low Score
FFF,2014J,683273,Fail,41,78.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683305,Pass,1956,78.08,0,3,0,0,0,0,0,No Flag
FFF,2014J,683323,Fail,1098,73.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683346,Distinction,4056,86.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,683347,Withdrawn,109,66.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683352,Pass,2801,77.42,0,1,0,0,0,0,0,No Flag
FFF,2014J,683353,Pass,6226,72.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,683360,Withdrawn,73,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683375,Pass,3357,88.17,0,1,0,0,0,0,0,No Flag
FFF,2014J,683403,Distinction,4603,85.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,683427,Withdrawn,1,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683446,Fail,492,56.0,10,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,683467,Pass,2332,70.92,0,0,0,0,0,0,0,No Flag
FFF,2014J,683508,Fail,344,57.5,10,0,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,683530,Distinction,8390,82.33,0,0,0,0,0,0,0,No Flag
FFF,2014J,683547,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683550,Pass,1277,81.0,0,1,1,0,0,1,1,Low Engagement
FFF,2014J,683555,Withdrawn,375,75.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683576,Withdrawn,438,76.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683604,Pass,7295,73.08,0,1,0,0,0,0,0,No Flag
FFF,2014J,683624,Distinction,8730,93.92,0,0,0,0,0,0,0,No Flag
FFF,2014J,683628,Withdrawn,13,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683642,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683699,Withdrawn,571,72.0,10,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683745,Fail,1418,72.33,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683764,Fail,652,78.33,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683772,Withdrawn,1034,81.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683820,Pass,4543,80.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,683832,Withdrawn,582,73.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683902,Pass,1203,73.33,0,0,1,0,0,1,1,Low Engagement
FFF,2014J,683912,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,683934,Pass,3606,78.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,684013,Distinction,5310,84.75,0,0,0,0,0,0,0,No Flag
FFF,2014J,684014,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684040,Withdrawn,929,72.5,8,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684075,Fail,45,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684183,Pass,4011,84.42,0,0,0,0,0,0,0,No Flag
FFF,2014J,684311,Pass,2841,76.25,0,1,0,0,0,0,0,No Flag
FFF,2014J,684313,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684383,Pass,3622,74.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,684386,Pass,3684,86.13,4,1,0,0,1,1,1,Missing Assessment
FFF,2014J,684526,Withdrawn,1826,89.0,6,1,0,0,1,1,1,Missing Assessment
FFF,2014J,684572,Withdrawn,642,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684579,Withdrawn,188,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684592,Pass,2700,64.25,0,1,0,0,0,0,0,No Flag
FFF,2014J,684594,Withdrawn,357,78.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684671,Pass,2897,70.92,0,1,0,0,0,0,0,No Flag
FFF,2014J,684675,Pass,1645,76.25,0,0,0,0,0,0,0,No Flag
FFF,2014J,684676,Fail,1003,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684726,Withdrawn,110,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,684882,Pass,7383,81.17,0,0,0,0,0,0,0,No Flag
FFF,2014J,684981,Withdrawn,4840,91.56,3,0,0,0,1,1,1,Missing Assessment
FFF,2014J,684983,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685004,Fail,848,69.0,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685042,Withdrawn,1337,67.5,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685100,Withdrawn,800,94.5,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685105,Fail,1214,58.27,1,4,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,685128,Pass,2494,70.83,0,1,0,0,0,0,0,No Flag
FFF,2014J,685140,Pass,1482,66.9,2,5,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685155,Pass,4845,77.92,0,3,0,0,0,0,0,No Flag
FFF,2014J,685192,Withdrawn,591,70.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685212,Distinction,5311,94.92,0,0,0,0,0,0,0,No Flag
FFF,2014J,685276,Distinction,5720,89.33,0,1,0,0,0,0,0,No Flag
FFF,2014J,685283,Fail,539,58.4,7,3,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,685330,Withdrawn,5891,36.44,3,0,0,1,1,1,2,Low Score; Missing Assessment
FFF,2014J,685333,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685339,Pass,3082,86.92,0,0,0,0,0,0,0,No Flag
FFF,2014J,685367,Fail,772,57.5,10,1,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,685373,Distinction,3592,85.0,0,0,0,0,0,0,0,No Flag
FFF,2014J,685378,Pass,943,87.5,0,6,1,0,0,1,1,Low Engagement
FFF,2014J,685410,Pass,4470,77.17,0,1,0,0,0,0,0,No Flag
FFF,2014J,685439,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685512,Withdrawn,32,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685565,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685619,Pass,1440,80.42,0,1,1,0,0,1,1,Low Engagement
FFF,2014J,685657,Withdrawn,503,82.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685663,Withdrawn,9,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685683,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685705,Pass,2866,68.18,1,1,0,0,1,1,1,Missing Assessment
FFF,2014J,685708,Pass,1852,79.17,0,0,0,0,0,0,0,No Flag
FFF,2014J,685772,Pass,4695,65.5,0,1,0,0,0,0,0,No Flag
FFF,2014J,685802,Withdrawn,59,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685807,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685831,Pass,2500,76.5,0,0,0,0,0,0,0,No Flag
FFF,2014J,685860,Withdrawn,1357,90.75,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685920,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685928,Fail,68,66.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685952,Fail,50,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,685998,Withdrawn,533,74.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686065,Distinction,4642,87.42,0,0,0,0,0,0,0,No Flag
FFF,2014J,686100,Withdrawn,104,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686164,Fail,99,62.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686314,Pass,1838,70.09,1,1,0,0,1,1,1,Missing Assessment
FFF,2014J,686317,Pass,2808,78.33,0,1,0,0,0,0,0,No Flag
FFF,2014J,686344,Pass,4812,74.0,0,0,0,0,0,0,0,No Flag
FFF,2014J,686348,Pass,6461,72.33,0,1,0,0,0,0,0,No Flag
FFF,2014J,686358,Withdrawn,200,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686390,Withdrawn,96,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686448,Withdrawn,174,60.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686458,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686498,Pass,5740,76.73,1,3,0,0,1,1,1,Missing Assessment
FFF,2014J,686522,Pass,3520,82.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,686558,Pass,1289,84.83,0,1,1,0,0,1,1,Low Engagement
FFF,2014J,686700,Pass,1178,81.67,0,0,1,0,0,1,1,Low Engagement
FFF,2014J,686705,Pass,1925,79.64,1,1,0,0,1,1,1,Missing Assessment
FFF,2014J,686760,Withdrawn,2,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686786,Fail,1064,68.6,7,2,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686799,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686852,Withdrawn,1,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686869,Withdrawn,15,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,686946,Fail,2202,61.08,0,5,0,0,0,0,0,No Flag
FFF,2014J,687007,Fail,379,85.5,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687033,Fail,275,66.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687073,Withdrawn,1160,65.8,7,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687112,Pass,2779,81.33,0,0,0,0,0,0,0,No Flag
FFF,2014J,687115,Pass,1244,77.67,3,3,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687288,Withdrawn,882,80.0,10,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687304,Fail,368,55.75,8,2,1,1,1,1,3,Low Engagement; Low Score; Missing Assessment
FFF,2014J,687319,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687331,Fail,891,81.67,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687341,Withdrawn,711,80.25,8,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687345,Fail,562,70.33,9,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687351,Pass,3315,89.08,0,0,0,0,0,0,0,No Flag
FFF,2014J,687410,Pass,2406,82.08,0,2,0,0,0,0,0,No Flag
FFF,2014J,687434,Distinction,9247,88.58,0,0,0,0,0,0,0,No Flag
FFF,2014J,687448,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687468,Distinction,3937,83.58,0,0,0,0,0,0,0,No Flag
FFF,2014J,687485,Pass,2758,57.92,0,1,0,1,0,1,1,Low Score
FFF,2014J,687503,Pass,6249,77.67,0,0,0,0,0,0,0,No Flag
FFF,2014J,687510,Withdrawn,580,70.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687511,Withdrawn,837,75.25,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687525,Fail,443,62.0,10,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687686,Fail,1851,85.22,3,0,0,0,1,1,1,Missing Assessment
FFF,2014J,687747,Withdrawn,93,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687752,Withdrawn,689,71.0,8,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687795,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687828,Fail,85,74.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,687846,Pass,1649,80.91,1,0,0,0,1,1,1,Missing Assessment
FFF,2014J,687910,Pass,4368,78.25,0,1,0,0,0,0,0,No Flag
FFF,2014J,687930,Pass,6014,87.0,0,2,0,0,0,0,0,No Flag
FFF,2014J,687931,Pass,3023,67.67,0,2,0,0,0,0,0,No Flag
FFF,2014J,687988,Pass,4275,58.5,0,0,0,1,0,1,1,Low Score
FFF,2014J,688005,Withdrawn,0,,12,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,688008,Pass,3729,93.33,0,0,0,0,0,0,0,No Flag
FFF,2014J,688071,Fail,95,90.0,11,0,1,0,1,1,2,Low Engagement; Missing Assessment
FFF,2014J,688097,Withdrawn,142,72.0,11,1,1,0,1,1,2,Low Engagement; Missing Assessment
